es_id,authors,title,year,source,type,discipline,study_nr,ai_label,consumer_response,autonomy,performance,anthropomorphism,uniqueness_recognition,application_domain,task_objectivity,task_consequentiality,human_benchmark,ai_explanation,field_setting,stimulus_presentation,incentive_compatibility,behavioral_dv,within_subject_design,online_sample,average_age,percentage_females,geographical_background,familiarity,n1,n2,n,p_value,cohens_d
373,daschner & obermaier,algorithm aversion? on the influence of advice accuracy on trust in algorithmic advice,2022,journal of decision systems,journal publication,information systems,1,ai algorithms,cognitive,limited,NA,absent,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,193,196,389,NA,0.016
374,daschner & obermaier,algorithm aversion? on the influence of advice accuracy on trust in algorithmic advice,2022,journal of decision systems,journal publication,information systems,1,ai algorithms,cognitive,limited,NA,absent,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,193,196,389,NA,0.121
375,daschner & obermaier,algorithm aversion? on the influence of advice accuracy on trust in algorithmic advice,2022,journal of decision systems,journal publication,information systems,1,ai algorithms,cognitive,limited,NA,absent,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,193,196,389,NA,0.208
376,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.359
377,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.615
378,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.393
379,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.118
380,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,behavioral,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.228
381,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.109
382,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.043
383,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.329
384,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-1.163
385,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.013
386,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,behavioral,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.257
387,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,inferior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.254
388,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.009
389,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.257
390,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.496
391,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.031
392,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,behavioral,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.139
393,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.287
394,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.25
395,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,cognitive,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.369
396,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,-0.461
397,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.013
398,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,behavioral,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.122
399,"dennis, lakhiwal, & sachdeva","ai agents as team members: effects on satisfaction, conflict, trustworthiness, and willingness to work with",2023,journal of management information systems,journal publication,information systems,1,ai assistants,affective,extensive,equivalent,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,74,75,149,NA,0.314
400,keppeler,"no thanks, dear ai! understanding the effects of disclosure and deployment of artificial intelligence in public sector recruitment",2023,journal of public administration research and theory,journal publication,public sector,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,high,expert,absent,yes,text only,yes,yes,no,no,NA,NA,europe,no,500,500,1000,NA,-0.015
401,keppeler,"no thanks, dear ai! understanding the effects of disclosure and deployment of artificial intelligence in public sector recruitment",2023,journal of public administration research and theory,journal publication,public sector,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,high,expert,absent,yes,text only,yes,yes,no,no,NA,NA,europe,no,500,500,1000,NA,-0.173
402,keppeler,"no thanks, dear ai! understanding the effects of disclosure and deployment of artificial intelligence in public sector recruitment",2023,journal of public administration research and theory,journal publication,public sector,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,high,expert,absent,yes,text only,yes,yes,no,no,NA,NA,europe,no,500,500,1000,NA,-0.005
403,keppeler,"no thanks, dear ai! understanding the effects of disclosure and deployment of artificial intelligence in public sector recruitment",2023,journal of public administration research and theory,journal publication,public sector,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,high,expert,absent,yes,text only,yes,yes,no,no,NA,NA,europe,no,500,500,1000,NA,-0.041
404,messingschlager & appel,mind ascribed to ai and the appreciation of ai-generated art,2023,new media and society,journal publication,information systems,1,ai systems,affective,limited,inferior,absent,absent,entertainment & lifestyle,subjective,low,non-expert,absent,no,text only,no,no,no,no,29.82,67.6,europe,no,97,79,176,NA,-0.01
405,messingschlager & appel,mind ascribed to ai and the appreciation of ai-generated art,2023,new media and society,journal publication,information systems,2,ai systems,affective,limited,inferior,present,absent,entertainment & lifestyle,subjective,low,non-expert,absent,no,text only,no,no,no,yes,40.73,44.4,america,no,189,192,381,NA,-0.01
406,"bogert, lauharatanahirun, & schecter",human preferences toward algorithmic advice in a word association task,2022,scientific reports,journal publication,general interest,1,ai algorithms,behavioral,limited,NA,absent,absent,other,objective,low,non-expert,absent,no,text only,yes,no,no,yes,NA,NA,NA,no,68,86,154,NA,0.2951
407,bower,"insights into problem solving, algorithm aversion, and theory of mind",2023,"university of california, irvine_proquest dissertations & theses",dissertation,NA,1,ai systems,affective,limited,inferior,absent,absent,entertainment & lifestyle,subjective,low,non-expert,absent,no,text only,no,no,no,yes,NA,43.37,america,no,41,42,83,NA,-0.049
408,lacroux & martin-lacroux,should i trust the artificial intelligence to recruit? recruiters' perceptions and behavior when faced with algorithm-based recommendation systems during resume screening,2022,frontiers in psychology,journal publication,psychology,1,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,non-expert,absent,no,text only,no,no,no,no,40.5,52.1,europe,no,277,278,555,< 0.001,-0.364
409,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,cognitive,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,n.s.,-0.2323
410,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,< 0.01,-0.5177
411,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,< 0.01,-0.5195
412,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,behavioral,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,< 0.10,-0.268
413,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,behavioral,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,< 0.05,0.3055
414,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,behavioral,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,< 0.05,-0.2769
415,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,n.s.,0.0665
416,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,n.s.,-0.0183
417,perkowski,three essays in information technology and human resource management,2023,columbia university_proquest dissertations & theses,dissertation,NA,2,ai assistants,affective,extensive,superior,present,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,NA,NA,america,no,100,100,200,n.s.,0.1497
418,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1A,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,40.06,53.47,NA,no,241,253,494,0.001,-0.29
419,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1A,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,40.06,53.47,NA,no,256,243,499,0.632,0.051
420,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1B,ai algorithms,affective,extensive,NA,absent,present,investing & finance,objective,high,expert,absent,no,text only,no,no,no,yes,33.97,52.8,NA,no,123,126,249,< 0.001,-0.647
421,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1B,ai algorithms,affective,extensive,NA,absent,present,investing & finance,objective,high,expert,absent,no,text only,no,no,no,yes,33.97,52.8,NA,no,123,126,249,< 0.001,-0.607
422,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1B,ai algorithms,behavioral,extensive,NA,absent,present,investing & finance,objective,high,expert,absent,no,text only,no,no,no,yes,33.97,52.8,NA,no,127,124,251,0.192,-0.17
423,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,1B,ai algorithms,behavioral,extensive,NA,absent,present,investing & finance,objective,high,expert,absent,no,text only,no,no,no,yes,33.97,52.8,NA,no,127,124,251,0.097,-0.21
424,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,2,ai systems,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,yes,text only,no,no,no,yes,34.19,60.73,NA,no,78,74,152,< 0.001,-0.744
425,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,2,ai systems,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,yes,text only,no,no,no,yes,34.19,60.73,NA,no,76,75,151,0.548,-0.087
426,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,3A,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,32.75,62.28,NA,no,135,132,267,< 0.001,-0.423
427,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,3B,ai algorithms,affective,extensive,NA,absent,present,investing & finance,objective,high,expert,absent,no,text only,no,no,no,yes,34.98,64.43,NA,no,133,135,268,< 0.001,-0.515
428,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,4,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,33.84,43.61,NA,no,155,132,287,< 0.001,-0.37
429,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,4,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,33.84,43.61,NA,no,130,154,284,0.471,-0.1
430,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,5,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,39.33,50.11,NA,no,99,123,222,0.04,-0.298
431,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,5,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,39.33,50.11,NA,no,119,102,221,< 0.001,0.073
432,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,6,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.51,53.04,NA,no,310,316,626,0.782,0.023
433,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,6,ai algorithms,cognitive,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.51,53.04,NA,no,310,316,626,< 0.001,0.471
434,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,6,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.51,53.04,NA,no,310,316,626,< 0.001,-0.339
435,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,7,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.42,53.27,NA,no,98,95,193,0.037,-0.277
436,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,7,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.42,53.27,NA,no,98,106,204,< 0.001,-0.435
437,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,7,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.42,53.27,NA,no,101,103,204,< 0.001,0.269
438,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,7,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,text only,no,no,no,yes,35.42,53.27,NA,no,101,94,195,NA,-0.143
439,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,8,ai algorithms,affective,extensive,NA,absent,present,entertainment & lifestyle,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,33.52,52.58,NA,no,201,199,400,0.003 ,-0.308
440,"yalcin, lim, puntoni, & van osselaer",thumbs up or down: consumer reactions to decisions by algorithms versus humans,2022,journal of marketing research,journal publication,marketing,8,ai algorithms,affective,extensive,NA,present,present,entertainment & lifestyle,objective,low,expert,absent,no,perceptually rich,no,no,no,yes,33.52,52.58,NA,no,201,201,402,0.035,-0.086
